Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
2022,Lamborghini,Urus,790 km,null,8 Cylinder Engine,null,AWD,Nero Noctis Shiny,null,null,4,Gas,null,null,429998
2021,Lamborghini,Huracan,5586 km,Convertible,10 Cylinder Engine,7 Speed Automatic,RWD,Blu Aegeus Matt,null,null,null,Gas,18.1L/100km,13.1L/100km,449998
2015,Lamborghini,Aventador,19464 km,Coupe,12 Cylinder Engine,7 Speed Automatic,null,Grigio Antares (Grey) Met,null,null,2,Gas,null,null,459998
2015,Lamborghini,Aventador,7010 km,Coupe,null,Automatic,AWD,Yellow,Black,2,2,Gas,null,null,499900
2016,Lamborghini,Aventador,10337 km,Convertible,6.5,Automatic,AWD,White,Black,2,2,Gas,null,null,539950
2018,Lamborghini,Aventador,22261 km,Coupe,v12,7 Speed Automatic,AWD,Orange,Black,2,2,Gas,null,null,569999
2022,Lamborghini,Huracan,7015 km,null,null,null,null,Verde Mantis,null,null,null,null,null,null,629998
2020,Lamborghini,Aventador,8574 km,Coupe,12 Cylinder Engine,7 Speed Automatic,AWD,Ad Personam Bianco Phanes Matt,null,2,2,Gas,26.1L/100km,15.7L/100km,1049999
2019,Lamborghini,Aventador,7313 km,Coupe,null,7 Speed Automatic,AWD,Grey,Black,2,2,Gas,null,null,1050000
2022,Lamborghini,Aventador,961 km,Coupe,null,null,AWD,White,Black,2,2,Premium Unleaded,null,null,1175000
2019,Lamborghini,Aventador,9635 km,Coupe,V12,7 Speed Automatic,AWD,Green,Black,2,2,Gas,null,null,1188000
2020,Lamborghini,Aventador,153 km,Coupe,null,Automatic,AWD,White,Black,2,2,Gas,null,null,1199900
2020,Lamborghini,Aventador,3950 km,Coupe,6.5,Automatic,AWD,Orange,Black,2,2,Gas,null,null,1288888
2019,Lamborghini,Aventador,1004 km,Coupe,12 Cylinder Engine,7 Speed Automatic,AWD,Arancio Oicleo,null,2,2,Gas,null,null,1699998
2020,Lamborghini,Unlisted,343 km,Coupe,12 Cylinder Engine,7 Speed Automatic,AWD,Rosso Scintilla,null,2,2,Gas,null,null,3699998
2007,Lamborghini,Gallardo,43285 km,Convertible,10 Cylinder Engine,6 Speed Automatic,4x4,Yellow,Blue,2,2,Gas,19.6L/100km,13.1L/100km,149900
2007,Lamborghini,Gallardo,45151 km,Convertible,10 Cylinder Engine,Automatic,AWD,null,null,null,null,Gas,19.6L/100km,13.1L/100km,182250
2006,Lamborghini,Gallardo,36882 km,Coupe,10 cylinder,6 Speed Manual,4x4,Yellow,Black,2,2,Gas,null,null,199900
2006,Lamborghini,Gallardo,20245 km,Coupe,V10,Manual,4x4,Green,Black,2,2,Gas,23.5L - 26.1L/100km,13.8L - 15.7L/100km,249900
2015,Lamborghini,Huracan,37643 km,Coupe,10 Cylinder Engine,Automatic,AWD,null,null,null,null,Gas,null,null,295000
2019,Lamborghini,Urus,56000 km,null,null,Automatic,AWD,Black,null,null,4 doors,Gasoline,null,null,299499
2015,Lamborghini,Huracan,null,Coupe,5.2,Sequential,RWD,Green,Black,2,2,Gas,null,null,299900
2020,Lamborghini,Urus,35258 km,SUV,null,Automatic,AWD,White,null,5,4,Gas,null,null,310000
2019,Lamborghini,Urus,26500 km,null,null,Automatic,AWD,Black,null,null,5 doors,Gasoline,null,null,329900
2008,Lamborghini,Murcielago,19000 km,Convertible,null,Automatic,AWD,Yellow,null,null,2 doors,Gasoline,null,null,379000
2003,Lamborghini,Murcielago,13527 km,Coupe,V12 6.2L,6 Speed Manual,RWD,BLUE HERRA,Cream,2,2,Gas,null,null,599900
