Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
2020,Tesla,Model,48900 km,SUV,Electric Motor,1 Speed Automatic,AWD,Solid Black,Grey,7,4,Electric,null,null,129999
2022,Tesla,Model,15672 km,Hatchback,Electric Motor,1 Speed Automatic,AWD,Solid Black,White,5,4,Electric,null,null,131999
2021,Tesla,Model,13086 km,Hatchback,Electric Motor,Automatic,AWD,Deep Blue Metallic,Black,5,5,Electric,null,null,135999
2022,Tesla,Model,5686 km,Sedan,Electric Motor,Automatic,AWD,Pearl White Multi-Coat,White,5,4,Electric,null,null,144880
2022,Tesla,Model,15005 km,Sedan,Electric Motor,Automatic,RWD,null,null,null,4,Electric,null,null,49998
2021,Tesla,Model,18914 km,Hatchback,Electric Motor,Automatic,null,Pearl White Multi-Coat,Cream,5,null,Electric,null,null,148999
2022,Tesla,Model,2340 km,SUV,Electric Motor,1 Speed Automatic,AWD,Grey,Black,7,4,Electric,null,null,151999
2022,Tesla,Model,3767 km,SUV,Electric Motor,Automatic,null,Pearl White Multi-Coat,Black,5,null,Electric,null,null,152500
2022,Tesla,Model,1287 km,SUV,Electric Motor,Automatic,null,Solid Black,White,6,null,Electric,null,null,155500
2022,Tesla,Model,16361 km,Hatchback,Electric,1 Speed Automatic,AWD,Pearl White Multi-Coat,Black,5,4,Electric,null,null,159999
2022,Tesla,Model,4650 km,SUV,ELECTIC,CVT,AWD,Pearl White Multi-Coat,White,6,5,Electric,null,null,169995
2018,Tesla,Model,106870 km,Sedan,Electric ZEV 271hp,1 Speed Automatic,RWD,Gray,null,null,null,Electric,null,null,43988
2021,Tesla,Model,38845 km,SUV,Electric,Automatic,AWD,Gray,Black,null,4,Electric,null,null,72800
2016,Tesla,Model,76584 km,SUV,Electric,Automatic,AWD,Black Solid,null,null,4,Electric,null,null,77800
2016,Tesla,Model,71400 km,SUV,Electric,1 Speed Automatic,AWD,Silver,Cream,6,4,Electric,null,null,81777
2016,Tesla,Model,46500 km,SUV,Electric,1 Speed Automatic,AWD,Red,Black,7,4,Electric,null,null,89777
2019,Tesla,Model,74358 km,null,null,Automatic,AWD,Black,null,null,4 doors,Electric,null,null,79000
2018,Tesla,Model,46000 km,Sedan,null,null,AWD,Black,null,null,4 doors,Electric,null,null,89000
2018,Tesla,Model,136317 km,Sedan,Electric Motor,Automatic,AWD,Pearl White Multi-Coat,Cream,null,null,Electric,null,null,79897
2016,Tesla,Model,42079 km,Wagon,Electric Motor,Automatic,AWD,Blue,Black,6,4,Electric,null,null,86980
2022,Tesla,Model,4780 km,SUV,ELECTRIC,1 Speed Automatic,AWD,Pearl White Multi-Coat,White,6,4,Electric,null,null,201999
2022,Tesla,Model,1852 km,SUV,ELECTRIC,1 Speed Automatic,AWD,White,Black,6,4,Electric,null,null,209999
2021,Tesla,Model,37730 km,Sedan,Electric Motor,Automatic,RWD,Not Specified,null,null,4,Electric,null,null,29990
2014,Tesla,Model,100000 km,Sedan,Electric Motor,Automatic,RWD,White,Black,5,4,Electric,null,null,39888
2022,Tesla,Model,157 km,SUV,Dual Electric Motor,1 Speed Automatic,AWD,Solid Black,Black,null,null,Electric,null,null,81990
2019,Tesla,Model,69251 km,Sedan,Electric Motor,Automatic,RWD,Grey,Black,5,4,Electric,null,null,39995
2015,Tesla,Model,118000 km,Sedan,null,Automatic,AWD,Not Specified,null,null,4 doors,Electric,null,null,40000
2019,Tesla,Model,97100 km,Sedan,null,Automatic,RWD,Red,null,null,4 doors,Electric,null,null,41500
2019,Tesla,Model,49832 km,Sedan,Electric Motor,Automatic,RWD,Red,Black,5,4,Electric,null,null,42900
2019,Tesla,Model,69000 km,Sedan,null,Automatic,RWD,Black,null,null,4 doors,Electric,null,null,42999
2020,Tesla,Model,71067 km,Sedan,0.00,Automatic,RWD,White,Black,5,4,Electric,null,null,43777
2013,Tesla,Model,97629 km,Sedan,N/A,1 Speed Automatic,RWD,Blue Metallic,Beige,5,4,Electric,null,null,44900
2020,Tesla,Model,54812 km,Sedan,null,Automatic,RWD,Black,null,null,4 doors,null,null,null,45000
2020,Tesla,Model,48000 km,Sedan,null,Automatic,AWD,Red,null,null,4 doors,Electric,null,null,45995
2022,Tesla,Model,10 km,SUV,ELECTRIC,Automatic,AWD,Pearl White Multi-Coat,Black,null,4,Electric,null,null,149400
2019,Tesla,Model,78000 km,Sedan,null,null,RWD,White,null,null,4 doors,Electric,null,null,46999
2015,Tesla,Model,130000 km,Sedan,Electric Motor,Automatic,AWD,White,Black,5,4,Electric,null,null,47995
2019,Tesla,Model,59000 km,Sedan,null,Automatic,RWD,Silver,null,null,4 doors,Electric,null,null,48000
2019,Tesla,Model,74500 km,Sedan,null,Automatic,RWD,Grey,null,null,4 doors,Electric,null,null,49500
2021,Tesla,Model,35567 km,Sedan,null,Automatic,RWD,White,null,null,4 doors,Electric,null,null,49900
2018,Tesla,Model,69000 km,Sedan,null,Automatic,RWD,Black,null,null,4 doors,Electric,null,null,49980
2016,Tesla,Model,150248 km,Sedan,Electric Motor,null,AWD,null,null,null,null,Electric,null,null,49990
2022,Tesla,Model,25125 km,Sedan,Electric Motor,Automatic,RWD,Blue,Black,null,4,Electric,null,null,49995
2021,Tesla,Model,22950 km,Sedan,Electric Motor,Automatic,RWD,White,White,5,4,Electric,null,null,49995
2022,Tesla,Model,null,Sedan,null,Automatic,null,White,Black,5,4,Electric,null,null,64990
2022,Tesla,Model,33000 km,Sedan,null,Automatic,RWD,Black,null,null,4 doors,Electric,null,null,50000
2019,Tesla,Model,52790 km,Sedan,Electric Motor,Automatic,RWD,Black,Black,null,4,Electric,null,null,50999
2018,Tesla,Model,44600 km,Sedan,null,Automatic,RWD,Red,null,null,4 doors,Electric,null,null,51900
2021,Tesla,Model,52000 km,Sedan,null,Automatic,RWD,Red,null,null,4 doors,Electric,null,null,52500
2018,Tesla,Model,71000 km,Sedan,Electric,Automatic,RWD,Pearl White Multi-Co,Black,5,4,Electric,null,null,53850
2019,Tesla,Model,53600 km,Sedan,null,Automatic,AWD,Black,null,null,5 doors,Electric,null,null,54450
2013,Tesla,Model,178000 km,null,null,null,null,null,null,null,null,null,null,null,55000
2017,Tesla,Model,212896 km,null,null,Automatic,FWD,White,null,null,4 doors,Electric,null,null,55555
2020,Tesla,Model,47060 km,Sedan,null,Automatic,AWD,Red,null,null,4 doors,Electric,null,null,58600
2021,Tesla,Model,73865 km,SUV,ELECTRIC,Automatic,AWD,Pearl White Multi-Coat,Black,null,4,Electric,null,null,65700
2017,Tesla,Model,86815 km,Sedan,Electric Motor,Automatic,AWD,Not Specified,null,null,4,Electric,null,null,58999
2018,Tesla,Model,70155 km,Sedan,Electric Motor,1 Speed Automatic,AWD,Blue,Beige,null,null,Electric,null,null,58999
2022,Tesla,Model,3600 km,Sedan,null,Automatic,RWD,Black,null,null,4 doors,Electric,null,null,59995
2016,Tesla,Model,154572 km,SUV,Electric Motor,Automatic,AWD,Blue,Black,6,4,Electric,null,null,59999
2022,Tesla,Model,4844 km,Sedan,null,Automatic,RWD,Black,null,null,4 doors,Electric,null,null,59999
2020,Tesla,Model,73860 km,null,null,Automatic,AWD,White,null,null,5 doors,Electric,null,null,59999
2022,Tesla,Model,13369 km,Sedan,null,Automatic,RWD,White,null,null,4 doors,Electric,null,null,60000
2020,Tesla,Model,510000 km,Sedan,null,Automatic,AWD,Black,null,null,4 doors,Electric,null,null,60000
2021,Tesla,Model,60000 km,Sedan,null,Automatic,RWD,Black,null,null,4 doors,Electric,null,null,60000
2021,Tesla,Model,27928 km,Sedan,0,Automatic,AWD,Pearl White Multi-Coat,Black,null,4,Electric,null,null,58995
2019,Tesla,Model,77500 km,Sedan,null,Automatic,AWD,Black,null,null,4 doors,Electric,null,null,60000
2018,Tesla,Model,54000 km,Sedan,null,Automatic,AWD,Grey,null,null,4 doors,Electric,null,null,60500
2022,Tesla,Model,8900 km,Sedan,null,Automatic,AWD,White,null,null,4 doors,Electric,null,null,61000
2021,Tesla,Model,80000 km,Sedan,null,Automatic,AWD,White,null,null,4 doors,Electric,null,null,63000
2021,Tesla,Model,39000 km,Sedan,null,Automatic,RWD,Red,null,null,4 doors,Electric,null,null,64000
2017,Tesla,Model,100937 km,Hatchback,null,Automatic,AWD,Blue,null,null,4 doors,Electric,null,null,64995
2022,Tesla,Model,18243 km,Sedan,null,Automatic,FWD,White,null,null,4 doors,Electric,null,null,64999
2020,Tesla,Model,79000 km,null,null,null,null,null,null,null,null,null,null,null,65000
2023,Tesla,Model,2014 km,Sedan,null,Automatic,RWD,Silver,null,null,4 doors,Electric,null,null,65000
2019,Tesla,Model,107082 km,Sedan,Electric Motor,1 Speed Automatic,RWD,Midnight Silver Metallic,null,null,null,Electric,null,null,43595
2021,Tesla,Model,25900 km,null,null,Automatic,AWD,Grey,null,null,5 doors,Electric,null,null,65300
2022,Tesla,Model,28500 km,Sedan,null,Automatic,AWD,Black,null,null,4 doors,Electric,null,null,66500
2021,Tesla,Model,45000 km,Sedan,null,Automatic,AWD,White,null,null,4 doors,Electric,null,null,68000
2022,Tesla,Model,20395 km,Sedan,Electric Motor,Automatic,AWD,White,White,5,4,Electric,null,null,68999
2021,Tesla,Model,11649 km,Sedan,Electric Motor,Automatic,RWD,Gray,Black,5,4,Electric,null,null,69888
2017,Tesla,Model,94500 km,Hatchback,Electric Motor,Automatic,AWD,Black,White,5,5,Electric,null,null,69999
2016,Tesla,Model,72000 km,SUV,Electric Motor,Automatic,AWD,Phytonic Blue Metallic,Black,6,5,Electric,null,null,72878
2022,Tesla,Model,99624 km,Sedan,null,Automatic,AWD,Red,null,null,5 doors,Electric,null,null,72895
2022,Tesla,Model,15500 km,null,null,Automatic,AWD,White,null,null,4 doors,Electric,null,null,74000
2021,Tesla,Model,5025 km,Sedan,ELECTRIC,Automatic,AWD,Pearl White Multi-Coat,White,null,4,Electric,null,null,123700
2022,Tesla,Model,21747 km,null,null,Automatic,AWD,Blue,null,null,4 doors,Electric,null,null,74500
2023,Tesla,Model,5000 km,Sedan,null,Automatic,RWD,White,null,null,4 doors,Electric,null,null,75000
2023,Tesla,Model,2200 km,null,null,Automatic,AWD,White,null,null,4 doors,Electric,null,null,75000
2023,Tesla,Model,161 km,SUV,Electric Motor,CVT,null,Pearl White Multi-Coat,Black,null,null,Electric,null,null,75900
2017,Tesla,Model,77339 km,null,null,Automatic,AWD,Grey,null,null,4 doors,Electric,null,null,76998
2018,Tesla,Model,36475 km,SUV,Electric Motor,Automatic,AWD,Black,Cream,null,4,Electric,null,null,79535
2022,Tesla,Model,7187 km,null,null,Automatic,AWD,Black,null,null,4 doors,Electric,null,null,79999
2017,Tesla,Model,75000 km,null,null,Automatic,AWD,Grey,null,null,4 doors,Electric,null,null,83000
2022,Tesla,Model,19318 km,null,null,Automatic,AWD,Red,null,null,4 doors,Electric,null,null,83999
2022,Tesla,Model,null,Sedan,null,Automatic,null,White,Black,5,4,Electric,null,null,64990
2018,Tesla,Model,53000 km,Sedan,null,Automatic,AWD,Black,null,null,4 doors,Electric,null,null,84500
2022,Tesla,Model,21000 km,null,null,Automatic,AWD,White,null,null,4 doors,Electric,null,null,85000
2022,Tesla,Model,21000 km,null,null,Automatic,AWD,White,null,null,4 doors,Electric,null,null,86500
2022,Tesla,Model,18600 km,null,null,null,null,null,null,null,null,null,null,null,87000
2020,Tesla,Model,51000 km,Sedan,null,Automatic,AWD,Blue,null,null,4 doors,Electric,null,null,89000
2016,Tesla,Model,115000 km,null,null,Automatic,AWD,Silver,null,null,5 doors,Electric,null,null,98000
2017,Tesla,Model,115000 km,null,null,Automatic,AWD,Silver,null,null,5 doors,Electric,null,null,98000
2022,Tesla,Model,25000 km,Sedan,null,Automatic,AWD,Red,null,null,4 doors,Electric,null,null,98000
2021,Tesla,Model,14000 km,Sedan,null,Automatic,AWD,White,null,null,4 doors,Electric,null,null,115000
2022,Tesla,Model,14905 km,Sedan,Electric Motor,Automatic,AWD,Pearl White Multi-Coat,White,5,4,Electric,null,null,154500
2022,Tesla,Model,200 km,Sedan,670.0hp,Automatic,AWD,White,Black,5,4,Electric,null,null,119900
2022,Tesla,Model,8795 km,Sedan,null,Automatic,AWD,Blue,null,null,null,Electric,null,null,127500
2020,Tesla,Model,34800 km,null,null,null,null,null,null,null,null,null,null,null,129500
2022,Tesla,Model,8650 km,Sedan,null,Automatic,AWD,Red,null,null,5 doors,Electric,null,null,145000
2022,Tesla,Model,13370 km,SUV,Electric Motor,Automatic,null,Pearl White Multi-Coat,Cream,null,null,Electric,null,null,149499
2021,Tesla,Model,13500 km,Sedan,null,Automatic,AWD,Grey,null,null,4 doors,Electric,null,null,154995
2022,Tesla,Model,36000 km,null,null,Automatic,AWD,White,null,null,4 doors,Electric,null,null,155999
2023,Tesla,Model,2200 km,null,null,Automatic,AWD,White,null,null,5 doors,Electric,null,null,159000
2022,Tesla,Model,100 km,null,null,null,AWD,White,null,null,5 doors,Electric,null,null,164250
2016,Tesla,Model,137888 km,Wagon,Electric ZEV,Automatic,AWD,Blue,Beige,null,4,Electric,null,null,67790
2022,Tesla,Model,12000 km,Sedan,null,Automatic,AWD,Red,null,null,4 doors,Electric,null,null,170000
2023,Tesla,Model,2099 km,null,null,Automatic,AWD,Red,null,null,4 doors,Electric,null,null,180000
2023,Tesla,Model,500 km,null,null,Automatic,AWD,Silver,null,null,5 doors,Electric,null,null,185000
2022,Tesla,Model,99 km,null,null,null,null,null,null,null,null,null,null,null,204900
2020,Tesla,Model,18430 km,SUV,ELECTRIC,1 Speed Automatic,AWD,Deep Blue Metallic,Cream,6,4,Electric,null,null,119999
