Year,Make,Model,Mileage,Price
2019,Land Rover,Rover,51000,84000
2017,Land Rover,Rover,89000,34999
2020,Land Rover,Rover,31000,84000
2020,Land Rover,Rover,42000,85000
2017,Land Rover,Rover,81128,85500
2023,Land Rover,Rover,288,87900
2019,Land Rover,Rover,23000,87900
2021,Land Rover,Rover,17000,88888
2023,Land Rover,Rover,972,89500
2017,Land Rover,Rover,61293,89500
2017,Land Rover,Rover,61293,89500
2018,Land Rover,Rover,100095,75995
2020,Land Rover,Rover,62500,89500
2019,Land Rover,Rover,40000,93888
2001,Land Rover,Rover,200000,98000
2005,Land Rover,Rover,37000,98500
2020,Land Rover,Rover,67000,103000
2021,Land Rover,Rover,49000,103000
2019,Land Rover,Rover,65800,110000
2001,Land Rover,Rover,175000,115000
2019,Land Rover,Rover,33000,115000
2019,Land Rover,Rover,65611,52999
2023,Land Rover,Rover,5800,116000
2023,Land Rover,Rover,1588,131900
2021,Land Rover,Rover,37000,148000
1995,Land Rover,Rover,1000,149000
1993,Land Rover,Rover,133034,169995
2022,Land Rover,Rover,9788,171900
2022,Land Rover,Rover,7600,189999
2022,Land Rover,Rover,11298,190993
2022,Land Rover,Rover,8900,195999
2022,Land Rover,Rover,33888,121888
2023,Land Rover,Rover,1450,229000
2011,Land Rover,Rover,224326,7950
2017,Land Rover,Rover,79524,26678
2019,Land Rover,Rover,47940,53900
2019,Land Rover,Rover,48974,57800
2019,Land Rover,Rover,72589,68888
2020,Land Rover,Rover,58913,98888
2012,Land Rover,Rover,156700,15995
2020,Lexus,RX,68759,45798
2020,Lexus,UX,63000,41000
2022,Lexus,NX,11000,44900
2017,Lexus,GX,45029,53299
2021,Lexus,NX,37932,51659
2008,Lexus,LS,328000,10600
2011,Lexus,RX,193000,16900
2017,Lexus,IS,165000,32995
2018,Lexus,RX,54000,54000
2007,Lexus,ES,212124,5997
2013,Lexus,RX,385105,14888
2007,Lexus,RX,139551,14888
2012,Lexus,RX,118600,20488
2021,Lexus,IS,33630,53594
2014,Lexus,IS,122837,22950
2015,Lexus,RX,187181,23500
2015,Lexus,RX,155000,23999
2013,Lexus,RX,147541,24123
2015,Lexus,IS,74204,24998
2016,Lexus,NX,128966,25388
2017,Lexus,ES,132417,25495
2017,Lexus,IS,116464,25995
2015,Lexus,RC,174309,26500
2021,Lexus,NX,67302,48995
2016,Lexus,NX,124812,26880
2016,Lexus,NX,105687,26995
2016,Lexus,IS,102363,26999
2015,Lexus,IS,49967,26999
2015,Lexus,RX,131189,27495
2017,Lexus,NX,104938,27890
2018,Lexus,IS,99648,28998
2017,Lexus,NX,65250,29450
2017,Lexus,NX,106756,29495
2019,Lexus,RX,97500,39888
2015,Lexus,RC,61600,29888
2017,Lexus,IS,92763,29995
2016,Lexus,NX,103548,30800
2017,Lexus,IS,64726,30815
2017,Lexus,NX,72081,30893
2018,Lexus,IS,86395,31488
2018,Lexus,ES,77209,31898
2018,Lexus,NX,107000,31999
2016,Lexus,RX,127640,32880
2020,Lexus,RX,39080,52900
2019,Lexus,NX,65707,32888
2019,Lexus,NX,57213,32888
2017,Lexus,NX,49620,32995
2018,Lexus,IS,70720,33381
2019,Lexus,NX,59508,33488
2017,Lexus,IS,41121,33984
2018,Lexus,IS,72125,33999
2018,Lexus,NX,87000,34288
2019,Lexus,NX,66069,34290
2020,Lexus,NX,25318,43400
2018,Lexus,IS,74111,34490
2019,Lexus,NX,67328,34498
2019,Lexus,NX,75557,34590
2020,Lexus,UX,124655,34887
2016,Lexus,RX,150000,34888
2019,Lexus,IS,52361,34895
2017,Lexus,RX,132913,34900
2019,Lexus,IS,54403,34948
2019,Lexus,IS,47993,34995
2019,Lexus,IS,57414,37280
2019,Lexus,IS,49507,34995
2017,Lexus,RX,125101,34998
2019,Lexus,NX,61793,35787
2019,Lexus,NX,61427,35950
2019,Lexus,NX,46053,35989
2020,Lexus,NX,55530,35990
2019,Lexus,NX,73958,35995
2016,Lexus,RX,84985,35995
2019,Lexus,NX,58390,35995
2019,Lexus,NX,21945,39800
2019,Lexus,NX,81009,35998
2018,Lexus,IS,13794,36298
2019,Lexus,NX,44973,36500
2020,Lexus,NX,30145,36590
2018,Lexus,IS,81440,36888
2019,Lexus,NX,65453,36888
2018,Lexus,RX,107765,36900
2019,Lexus,UX,36679,36988
2019,Lexus,UX,65579,36995
2022,Lexus,RX,10777,65695
2019,Lexus,NX,38884,36995
2019,Lexus,NX,40926,37215
2020,Lexus,IS,56269,37317
2019,Lexus,ES,56165,37495
2019,Lexus,NX,70748,37495
2019,Lexus,IS,18905,37554
2020,Lexus,NX,49286,37590
2020,Lexus,NX,77216,37699
2020,Lexus,NX,59896,37887
2022,Lexus,NX,8100,56988
2019,Lexus,NX,66470,37888
2019,Lexus,NX,52719,37888
2019,Lexus,IS,27805,37897
2020,Lexus,NX,28371,37898
2018,Lexus,NX,48930,37900
2019,Lexus,NX,39614,37995
2019,Lexus,IS,32489,37995
2020,Lexus,NX,64595,38298
2020,Lexus,NX,52382,38447
2022,Lexus,RX,18148,57990
2020,Lexus,NX,22595,38590
2020,Lexus,NX,32145,38672
2020,Lexus,NX,48151,38888
2019,Lexus,ES,59730,38900
2020,Lexus,UX,47014,38990
2020,Lexus,UX,51188,38995
2020,Lexus,NX,62432,39228
2020,Lexus,NX,56652,39330
2020,Lexus,NX,49888,39499
2021,Lexus,RX,33208,50488
2020,Lexus,NX,81600,39788
2019,Lexus,NX,21945,39800
2019,Lexus,RX,97500,39888
2020,Lexus,NX,52428,39888
2020,Lexus,NX,73840,39888
2018,Lexus,RX,48761,39897
2019,Lexus,UX,55098,39688
2014,Lexus,IS,122837,22950
2018,Lexus,IS,72125,33999
2018,Lexus,NX,73000,40999
2022,Lexus,NX,9758,59950
2019,Lexus,IS,21548,37488
2020,Lexus,IS,44000,39888
2018,Lexus,RX,81000,39998
2015,Lexus,IS,109908,28756
2020,Lexus,IS,24660,39950
2020,Lexus,NX,41316,39988
2020,Lexus,NX,53647,39988
2017,Lexus,IS,15500,39995
2018,Lexus,LC,38867,93800
2016,Lexus,RX,72795,39995
2021,Lexus,NX,12665,39995
2020,Lexus,NX,33450,39998
2019,Lexus,NX,29200,39999
2021,Lexus,NX,63217,39999
2016,Lexus,GX,139000,39999
2018,Lexus,RX,40922,40450
2020,Lexus,NX,33250,40588
2020,Lexus,UX,36077,40690
2019,Lexus,IS,71667,41280
2021,Lexus,NX,14365,40887
2020,Lexus,NX,42527,40888
2020,Lexus,UX,68999,40987
2020,Lexus,NX,67584,40990
2020,Lexus,NX,79255,40995
2018,Lexus,NX,73000,40999
2020,Lexus,UX,63000,41000
2020,Lexus,NX,47219,41189
2018,Lexus,RX,52023,41295
2018,Lexus,RX,56080,41400
2018,Lexus,RX,56080,41400
2021,Lexus,UX,73419,41498
2021,Lexus,UX,48879,41688
2020,Lexus,UX,31286,41788
2020,Lexus,NX,61617,41888
2020,Lexus,NX,41702,41888
2020,Lexus,NX,50062,41888
2020,Lexus,NX,51353,41888
2019,Lexus,RX,75380,41995
2019,Lexus,UX,105288,33990
2020,Lexus,NX,20653,41995
2018,Lexus,RX,74278,41995
2019,Lexus,IS,54956,41995
2020,Lexus,UX,26697,42888
2018,Lexus,RC,50903,42900
2019,Lexus,RX,73184,42959
2021,Lexus,NX,24351,42990
2021,Lexus,NX,75377,42995
2018,Lexus,RX,133935,42995
2022,Lexus,NX,9700,58988
2021,Lexus,NX,11679,43500
2019,Lexus,IS,40286,43510
2021,Lexus,NX,30178,43695
2022,Lexus,UX,50838,43698
2021,Lexus,NX,23267,43805
2020,Lexus,NX,32700,43888
2021,Lexus,NX,13450,43888
2021,Lexus,NX,66269,43989
2021,Lexus,NX,45389,44495
2020,Lexus,NX,73840,39888
2018,Lexus,RX,78151,44888
2022,Lexus,NX,11000,44900
2021,Lexus,IS,60396,44900
2021,Lexus,NX,26279,44950
2020,Lexus,RX,76373,44995
2019,Lexus,RX,53696,44995
2020,Lexus,NX,63252,45498
2021,Lexus,NX,22154,45600
2020,Lexus,RX,68759,45798
2003,Lexus,SC,107304,22555
2019,Lexus,GS,70286,45824
2020,Lexus,RX,44273,45888
2020,Lexus,RC,41850,45900
2020,Lexus,NX,15853,45995
2020,Lexus,IS,38345,45995
2019,Lexus,RX,42051,45999
2021,Lexus,NX,7952,46285
2020,Lexus,RX,58971,46495
2019,Lexus,RX,66652,46676
2019,Lexus,IS,56000,43950
2019,Lexus,RX,44594,46695
2021,Lexus,IS,1000,46888
2020,Lexus,RX,92546,46900
2020,Lexus,RX,66986,46990
2019,Lexus,NX,27979,46995
2020,Lexus,NX,43479,46995
2020,Lexus,RC,33505,47500
2016,Lexus,GX,74989,47500
2021,Lexus,NX,20083,47588
2019,Lexus,NX,55660,43280
2020,Lexus,RX,43764,47590
2019,Lexus,RX,46843,47888
2021,Lexus,NX,22793,47888
2020,Lexus,RX,63854,47995
2019,Lexus,RX,46600,47995
2019,Lexus,RX,24950,48588
2021,Lexus,IS,19749,48800
2020,Lexus,RX,44852,48888
2021,Lexus,IS,26584,48888
2010,Lexus,IS,154762,12995
2021,Lexus,RX,49867,48888
2017,Lexus,RX,53214,48888
2022,Lexus,IS,10468,48898
2021,Lexus,NX,67302,48995
2020,Lexus,RX,37636,48995
2020,Lexus,RX,25497,48995
2020,Lexus,RX,57100,49239
2021,Lexus,RX,52086,49388
2022,Lexus,ES,13898,49558
2021,Lexus,NX,34144,44788
2023,Lexus,UX,1288,49888
2020,Lexus,RX,48732,49888
2019,Lexus,RX,73209,49888
2023,Lexus,UX,1527,49888
2023,Lexus,NX,3422,49888
2020,Lexus,RX,27137,49888
2022,Lexus,RX,25511,68888
2015,Lexus,RC,174309,26500
2020,Lexus,NX,53647,39988
2021,Lexus,NX,26279,44950
2022,Lexus,ES,8426,56997
2018,Lexus,GX,50697,57950
2013,Lexus,GS,149550,21995
2013,Lexus,RX,289000,15500
2020,Lexus,NX,41764,42898
2021,Lexus,RC,54182,49995
2020,Lexus,RX,19700,49999
2023,Lexus,NX,633,50225
2023,Lexus,NX,1571,50285
2019,Lexus,NX,55660,43280
2020,Lexus,RX,36038,50490
2021,Lexus,ES,44614,50500
2020,Lexus,RX,32624,50588
2021,Lexus,NX,8066,50719
2022,Lexus,IS,3579,50812
2022,Lexus,IS,7705,50995
2021,Lexus,ES,64913,50998
2021,Lexus,NX,6462,51316
2020,Lexus,RX,78691,51588
2018,Lexus,LC,38867,93800
2020,Lexus,RX,25703,51588
2021,Lexus,RX,34675,51590
2020,Lexus,RX,35168,51995
2020,Lexus,RX,43035,52276
2023,Lexus,ES,4071,52795
2021,Lexus,ES,66986,52988
2021,Lexus,ES,66865,52988
2022,Lexus,ES,30330,52998
2021,Lexus,RX,22023,53290
2019,Lexus,UX,105288,33990
2017,Lexus,GX,45029,53299
2021,Lexus,IS,33630,53594
2021,Lexus,NX,18256,53676
2020,Lexus,RX,31267,53900
2020,Lexus,RX,31299,53900
2022,Lexus,IS,8972,53900
2020,Lexus,RX,27501,53900
2021,Lexus,RX,24406,53995
2021,Lexus,RX,35799,53995
2019,Lexus,IS,71667,41280
2020,Lexus,RC,6548,53999
2020,Lexus,RX,8140,54888
2022,Lexus,RX,29104,54888
2021,Lexus,RC,48718,54888
2021,Lexus,ES,34598,54888
2022,Lexus,RX,26390,54977
2021,Lexus,RX,30553,54988
2022,Lexus,RX,26194,54990
2018,Lexus,RX,67000,54998
2020,Lexus,NX,63252,45498
2021,Lexus,RX,11207,54999
2023,Lexus,ES,854,55295
2023,Lexus,ES,5000,55325
2022,Lexus,RX,24191,55798
2023,Lexus,ES,1720,55856
2021,Lexus,RX,33933,55888
2021,Lexus,RX,66443,55899
2022,Lexus,NX,26712,55985
2019,Lexus,RX,45401,55995
2018,Lexus,RX,56080,41400
2022,Lexus,RX,28988,55995
2022,Lexus,NX,4545,55998
2022,Lexus,ES,12746,56981
2022,Lexus,ES,8426,56997
2022,Lexus,RX,14545,56999
2022,Lexus,ES,7513,57590
2021,Lexus,RX,21037,57590
2022,Lexus,RX,60000,57880
2021,Lexus,RX,10105,57888
2003,Lexus,SC,107304,22555
2018,Lexus,GX,50697,57950
2023,Lexus,NX,797,58235
2021,Lexus,RX,28055,58887
2022,Lexus,RX,11165,58888
2018,Lexus,LS,61415,58888
2022,Lexus,NX,8224,58900
2022,Lexus,RX,20840,58995
2022,Lexus,RX,19847,58999
2022,Lexus,NX,8546,59799
2022,Lexus,NX,9700,58988
2022,Lexus,NX,8080,59800
2021,Lexus,RX,35685,59827
2021,Lexus,RX,27024,59888
2021,Lexus,RX,63877,59888
2022,Lexus,RX,18768,59900
2018,Lexus,LS,67969,59910
2022,Lexus,NX,9758,59950
2022,Lexus,NX,5712,59995
2022,Lexus,RX,24925,59995
2020,Lexus,NX,73840,39888
2021,Lexus,RX,11524,60290
2022,Lexus,RX,8308,60488
2023,Lexus,NX,1266,60885
2023,Lexus,NX,1153,60885
2022,Lexus,NX,16337,60995
2023,Lexus,RX,11700,61548
2022,Lexus,NX,8825,61790
2022,Lexus,NX,538,61995
2023,Lexus,NX,7000,62525
2019,Lexus,IS,56000,43950
2022,Lexus,RC,13280,62888
2022,Lexus,RX,5400,62995
2023,Lexus,NX,2160,63025
2023,Lexus,NX,3300,63025
2023,Lexus,NX,1535,63025
2022,Lexus,RX,9045,63900
2022,Lexus,RX,19340,63950
2022,Lexus,RX,12656,63990
2022,Lexus,RX,13973,63995
2022,Lexus,RC,13280,62888
2022,Lexus,NX,1948,64800
2022,Lexus,RX,22850,64990
2018,Lexus,GX,31789,65995
2023,Lexus,RX,3100,66025
2022,Lexus,RX,11300,66500
2022,Lexus,RX,33815,66590
2021,Lexus,IS,6235,49888
2014,Lexus,IS,122837,22950
2016,Lexus,NX,103548,30800
2019,Lexus,IS,18905,37554
2021,Lexus,NX,14365,40887
2021,Lexus,NX,26279,44950
2022,Lexus,RX,24191,55798
2018,Lexus,GX,50697,57950
2013,Lexus,RX,289000,15500
2022,Lexus,RC,6487,66975
2023,Lexus,RX,9318,68125
2023,Lexus,RX,2995,68625
2023,Lexus,RX,3719,68685
2019,Lexus,UX,29104,41860
2023,Lexus,RX,1300,68685
2023,Lexus,RX,1500,68685
2023,Lexus,RX,1350,68685
2022,Lexus,RX,25511,68888
2022,Lexus,RX,11135,69888
2021,Lexus,GX,26495,70495
2022,Lexus,RX,12924,71500
2022,Lexus,IS,2214,75995
2022,Lexus,RX,3500,78650
2019,Lexus,NX,55660,43280
2018,Lexus,LC,38867,93800
2021,Lexus,LC,29272,105910
2021,Lexus,LC,7995,121995
2022,Lexus,LC,9505,123990
2010,Lexus,RX,202750,14488
2011,Lexus,RX,181800,14950
2012,Lexus,ES,160305,14995
2011,Lexus,RX,243698,15900
2011,Lexus,ES,109012,15999
2022,Lexus,NX,8100,56988
2011,Lexus,RX,216010,18888
2016,Lexus,ES,185198,20880
2016,Lexus,ES,190770,20899
2015,Lexus,RX,210000,20995
2013,Lexus,ES,72215,21482
2013,Lexus,RX,138911,22398
2013,Lexus,RX,128000,22995
2013,Lexus,RX,99187,23998
2013,Lexus,RX,135000,25777
2020,Lexus,NX,63252,45498
2016,Lexus,IS,126115,26498
2016,Lexus,IS,113700,26888
2016,Lexus,ES,103868,27388
2015,Lexus,NX,92589,27995
2017,Lexus,ES,104567,28450
2015,Lexus,NX,88301,28950
2017,Lexus,IS,101000,28950
2017,Lexus,NX,106398,29990
2016,Lexus,NX,107000,29995
2021,Lexus,RX,33208,50488
2017,Lexus,NX,110311,29998
2017,Lexus,IS,82000,30488
2017,Lexus,IS,82688,30995
2016,Lexus,NX,98765,31288
2014,Lexus,RX,124863,31500
2017,Lexus,IS,44727,31590
2016,Lexus,NX,84081,31888
2015,Lexus,RX,125528,32000
2017,Lexus,IS-Series,67588,32990
2020,Lexus,NX,25318,43400
2016,Lexus,RX,123000,34777
2019,Lexus,NX,65728,34785
2017,Lexus,IS,109675,34890
2019,Lexus,UX,72428,34998
2014,Lexus,GX,176236,34998
2018,Lexus,NX,83973,35388
2018,Lexus,NX,62000,35850
2018,Lexus,ES,101835,35985
2018,Lexus,NX,67611,36888
2019,Lexus,UX,105288,33990
2017,Lexus,NX,49333,36888
2020,Lexus,NX,68316,36890
2017,Lexus,RX,132740,36995
2016,Lexus,RX,83160,37276
2017,Lexus,IS,37700,37388
2019,Lexus,NX,99064,37499
2016,Lexus,RX,107049,37900
2020,Lexus,NX,46084,38290
2019,Lexus,IS,70050,38888
2018,Lexus,LC,38867,93800
2019,Lexus,NX,60986,38888
2018,Lexus,NX,26066,38985
2019,Lexus,NX,45847,38990
2019,Lexus,NX,53462,38995
2017,Lexus,RX,84805,39442
2019,Lexus,UX,55098,39688
2020,Lexus,UX,50083,39890
2019,Lexus,NX,49695,39999
2020,Lexus,NX,16766,40390
2020,Lexus,NX,28371,37898
2018,Lexus,RC,54901,40790
2019,Lexus,IS,26511,40888
2019,Lexus,NX,52511,40888
2019,Lexus,IS,38493,40888
2019,Lexus,NX,53634,40950
2019,Lexus,NX,48305,41500
2014,Lexus,GX,113793,41995
2019,Lexus,NX,45328,42222
2020,Lexus,UX,35494,42887
2021,Lexus,NX,67302,48995
2020,Lexus,NX,23268,42888
2018,Lexus,IS,36491,42888
2020,Lexus,NX,25614,42890
2020,Lexus,NX,38018,42995
2020,Lexus,UX,46361,42995
2019,Lexus,NX,38589,42998
2020,Lexus,NX,25318,43400
2020,Lexus,NX,41444,43490
2020,Lexus,IS,29890,44150
2019,Lexus,IS,57414,37280
2016,Lexus,GX,121107,44500
2017,Lexus,RX,40925,44888
2020,Lexus,NX,31139,44888
2021,Lexus,IS,6235,49888
2020,Lexus,UX,124655,34887
2020,Lexus,NX,51353,41888
2022,Lexus,RX,3500,78650
2020,Lexus,IS,29890,44150
2019,Lexus,RC,43500,44999
2021,Lexus,NX,6119,47000
2022,Lexus,IS,57,79998
2016,Lexus,RX,84000,34998
2019,Lexus,RX,41471,44995
2020,Lexus,UX,22781,44995
2019,Lexus,RC,43500,44999
2019,Lexus,ES,60828,45900
2003,Lexus,SC,107304,22555
2021,Lexus,UX,24707,45900
2021,Lexus,UX,42038,45988
2020,Lexus,NX,56323,45995
2020,Lexus,NX,14044,46888
2019,Lexus,ES,20585,46888
2019,Lexus,RX,71964,46888
2021,Lexus,UX,15952,46900
2020,Lexus,RX,29948,47490
2020,Lexus,NX,13339,47500
2018,Lexus,RX,56080,41400
2020,Lexus,RC,42829,48538
2018,Lexus,GS,46092,48888
2021,Lexus,IS,22596,48888
2020,Lexus,RX,48108,49290
2021,Lexus,IS,6235,49888
2019,Lexus,RX,71705,49888
2021,Lexus,NX,37932,51659
2021,Lexus,IS,24686,51900
2019,Lexus,RX,21169,52276
2019,Lexus,IS,56000,43950
2021,Lexus,ES,30056,52490
2020,Lexus,RX,66553,52888
2022,Lexus,IS,7108,52898
2021,Lexus,RX,25108,52990
2021,Lexus,NX,3650,52995
2023,Lexus,ES,3839,53325
2019,Lexus,RX,119167,53888
2021,Lexus,IS,17761,53990
2021,Lexus,RX,26763,54546
2019,Lexus,IS,71667,41280
2019,Lexus,RX,82068,54995
2021,Lexus,ES,26668,55399
2021,Lexus,ES,18952,55678
2020,Lexus,RX,38679,55900
2015,Lexus,RC,51683,55950
2021,Lexus,RX,48222,56888
2020,Lexus,RX,35437,56888
2022,Lexus,NX,8100,56988
2022,Lexus,RC,9251,57888
2020,Lexus,NX,73840,39888
2018,Lexus,LS,110000,58995
2020,Lexus,RX,50228,59888
2020,Lexus,RX,53215,59888
2023,Lexus,NX,3249,60825
2022,Lexus,ES,14937,61000
2022,Lexus,NX,10512,61990
2021,Lexus,RX,63002,62588
2022,Lexus,RX,10577,62990
2022,Lexus,NX,13793,62995
2022,Lexus,NX,9700,58988
2021,Lexus,RX,14672,63700
2022,Lexus,RX,26591,63995
2018,Lexus,LS,61600,63995
2023,Lexus,NX,4000,64225
2022,Lexus,RX,15500,64887
2022,Lexus,RX,23158,64900
2022,Lexus,RX,30196,64995
2022,Lexus,RX,19477,65290
2022,Lexus,RX,19200,65495
2021,Lexus,NX,34144,44788
2022,Lexus,NX,1324,65988
2022,Lexus,RX,26906,65995
2023,Lexus,RX,1617,66025
2022,Lexus,RX,1195,66255
2021,Lexus,RX,23015,66500
2022,Lexus,RX,6914,66888
2022,Lexus,RX,6121,66995
2023,Lexus,RX,4210,68625
2022,Lexus,RX,10136,68752
2021,Lexus,UX,24707,45900
2020,Lexus,RX,13083,68888
2022,Lexus,RX,12208,68900
2022,Lexus,RX,10283,69252
2022,Lexus,RX,30350,69800
2022,Lexus,RX,29898,69888
2023,Lexus,RX,1992,79888
2022,Lexus,IS,4500,79998
2022,Lexus,GX,11935,84995
2023,Lexus,RX,5464,87888
2018,Lexus,LC,38867,93800
2023,Lexus,GX,3000,88888
2022,Lexus,GX,3844,91998
2006,Lexus,GS,267500,6999
2008,Lexus,GS,319662,8888
2008,Lexus,RX,220008,9999
2009,Lexus,IS,181968,11999
2010,Lexus,IS,154762,12995
2007,Lexus,GX,278345,14658
2011,Lexus,GS,185000,15950
2018,Lexus,RX,33724,51491
2014,Lexus,ES,197000,15995
2010,Lexus,RX,190650,15999
2012,Lexus,RX,202000,17999
2011,Lexus,RX,166000,18749
2012,Lexus,RX,190000,18995
2014,Lexus,IS,199000,18995
2011,Lexus,RX,170863,19388
2013,Lexus,IS,92000,19990
2010,Lexus,RX,134777,20888
2019,Lexus,UX,105288,33990
2012,Lexus,RX,129370,21499
2010,Lexus,RX,137369,21500
2013,Lexus,GS,149550,21995
2010,Lexus,GX,176000,23995
2015,Lexus,ES,138000,24995
2012,Lexus,RX,105085,25888
2019,Lexus,UX,55098,39688
2020,Lexus,UX,124655,34887
2020,Lexus,IS,56269,37317
2018,Lexus,NX,73000,40999
2022,Lexus,RX,3500,78650
2015,Lexus,NX,88301,28950
2016,Lexus,NX,98765,31288
2021,Lexus,NX,6119,47000
2017,Lexus,RX,105066,39106
2014,Lexus,IS,56405,26999
2014,Lexus,ES,83996,27900
2015,Lexus,RX,132450,27996
2015,Lexus,NX,103000,29995
2022,Lexus,IS,4510,79998
2014,Lexus,IS,77500,29998
2016,Lexus,IS,92449,31988
2019,Lexus,IS,63714,34888
2018,Lexus,NX,64828,36995
2020,Lexus,NX,62440,37588
2016,Lexus,RX,94494,38587
2020,Lexus,NX,47789,38588
2017,Lexus,RX,101465,38590
2019,Lexus,ES,90839,41888
2020,Lexus,NX,28371,37898
2021,Lexus,NX,40259,41888
2019,Lexus,UX,55081,42298
2019,Lexus,IS,26553,42676
2019,Lexus,NX,55235,43888
2020,Lexus,UX,57764,44567
2019,Lexus,NX,38989,44990
2020,Lexus,RX,28466,45888
2020,Lexus,UX,45000,45995
2020,Lexus,NX,45621,46888
2018,Lexus,RX,67272,46888
2019,Lexus,NX,70056,46932
2020,Lexus,UX,26514,47076
2020,Lexus,ES,73268,47985
2022,Lexus,NX,9758,59950
2020,Lexus,NX,40304,50276
2016,Lexus,ES,48830,29880
2020,Lexus,RC,43898,52888
2021,Lexus,ES,8425,56995
2017,Lexus,GX,106511,52888
2021,Lexus,NX,69830,53999
2022,Lexus,RX,6000,59888
2023,Lexus,UX,2500,59995
2017,Lexus,GX,63753,60495
2020,Lexus,NX,52382,38447
2022,Lexus,RX,24317,60888
2021,Lexus,UX,42038,45988
2020,Lexus,UX,51188,38995
2021,Lexus,RX,33673,68455
2021,Lexus,RX,39947,54888
2022,Lexus,RX,14251,71500
2018,Lexus,LS,45444,73888
2023,Lexus,RX,8000,73995
2022,Lexus,ES,30330,52998
2023,Lexus,RX,9999,81995
2010,Lexus,RX,184487,17888
2020,Lexus,NX,59896,37887
2020,Lexus,NX,42527,40888
2022,Lexus,NX,11000,44900
2015,Lexus,NX,88301,28950
2020,Lexus,IS,29890,44150
2021,Lexus,NX,6119,47000
2023,Lexus,NX,3,50285
2021,Lexus,NX,37932,51659
2008,Lexus,SC,297100,18995
2020,Lexus,RX,41900,52990
2022,Lexus,NX,4163,57990
2004,Lexus,RX,272526,7995
2007,Lexus,IS,270231,8995
2016,Lexus,RX,94536,34888
2006,Lexus,RX,177329,10500
2005,Lexus,RX,161000,11480
2008,Lexus,LS,201000,12999
2011,Lexus,ES,173213,13995
2007,Lexus,GX,278345,14658
2013,Lexus,CT,187959,18490
2010,Lexus,RX,162010,18990
2013,Lexus,RX,193000,20995
2013,Lexus,ES,161336,21900
2020,Lexus,NX,28371,37898
2013,Lexus,RX,138000,22499
2003,Lexus,SC,107304,22555
2013,Lexus,IS,112062,22890
2014,Lexus,RX,194389,23888
2015,Lexus,RX,170161,24980
2014,Lexus,IS,110600,24995
2014,Lexus,RX,56821,29999
2018,Lexus,IS,80000,35900
2020,Lexus,NX,55000,37888
2022,Lexus,RC,13280,62888
2019,Lexus,ES,56756,39706
2016,Lexus,RX,65214,41800
2018,Lexus,RX,65000,41887
2014,Lexus,LX,182275,41900
2019,Lexus,UX,36990,43888
2021,Lexus,NX,34144,44788
2019,Lexus,UX,22000,44900
2019,Lexus,GS,70286,45824
2018,Lexus,RX,33724,51491
2021,Lexus,RC,67815,46995
2021,Lexus,NX,6119,47000
2023,Lexus,UX,200,47985
2021,Lexus,RC,26137,49888
2023,Lexus,NX,3,50285
2021,Lexus,NX,37932,51659
2020,Lexus,NX,63252,45498
2023,Lexus,UX,12,51990
2019,Lexus,RX,104000,54888
2021,Lexus,RC,265,56888
2023,Lexus,ES,36,57888
2022,Lexus,IS,4510,79998
2022,Lexus,NX,9700,58988
2021,Lexus,RX,35685,59827
2023,Lexus,NX,4,60825
2021,Lexus,UX,42038,45988
2023,Lexus,NX,100,61385
2023,Lexus,NX,90,61918
2023,Lexus,RX,90,61956
2023,Lexus,NX,200,62585
2019,Lexus,UX,29104,41860
2023,Lexus,NX,200,62585
2022,Lexus,NX,53,62888
2023,Lexus,NX,200,63785
2021,Lexus,RX,22400,63888
2021,Lexus,UX,24707,45900
2023,Lexus,RX,200,65585
2023,Lexus,NX,308,65851
2023,Lexus,RX,404,66085
2023,Lexus,RX,90,66618
2019,Lexus,IS,56000,43950
2023,Lexus,RX,350,68625
2023,Lexus,RX,287,68685
2023,Lexus,RX,200,68685
2019,Lexus,IS,71667,41280
2023,Lexus,RX,90,69156
2018,Lexus,LS,45800,70777
2023,Lexus,RX,90,72456
2023,Lexus,RX,1000,76985
2020,Lexus,NX,59896,37887
2014,Lexus,IS,122837,22950
2015,Lexus,RC,174309,26500
2022,Lexus,NX,9758,59950
2023,Lexus,NX,1153,60885
2019,Lexus,NX,53634,40950
2023,Lexus,UX,12,51990
2008,Lexus,LS,328000,10600
2016,Lexus,IS,71562,26999
2022,Lexus,IS,57,79998
2018,Lexus,LC,29700,87777
2021,Lexus,NX,67302,48995
2019,Lexus,RC,7800,89777
2022,Lexus,LC,4500,134888
2013,Lexus,CT,125000,21990
2016,Lexus,RX,133408,35988
2008,Lexus,LS,328000,10600
2009,Lexus,RX,217734,11980
2012,Lexus,CT,212002,14888
2013,Lexus,ES,257782,14980
2021,Lexus,IS,33630,53594
2013,Lexus,RX,289000,15500
2011,Lexus,RX,193000,16900
2010,Lexus,RX,187080,16999
2008,Lexus,SC,297100,18995
2013,Lexus,350RX,140154,20995
2012,Lexus,RX,146000,22000
2013,Lexus,RX,124524,22995
2012,Lexus,GX,193000,25999
2015,Lexus,CT,74887,28995
2020,Lexus,NX,25318,43400
2010,Lexus,LS,233275,31888
2017,Lexus,IS,165000,32995
2019,Lexus,ES,71776,38880
2019,Lexus,ES,37567,41900
2018,Lexus,RX,54000,54000
2023,Lexus,NX,2,58235
2023,Lexus,RX,90,66023
2009,Lexus,IS,215598,11990
2020,Lexus,ES,13980,51388
2020,Lexus,RX,39080,52900
