Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
2017,Acura,RDX,211000 km,SUV,6 Cylinder,Automatic,AWD,Lunar Silver Metallic,Black,5,4,Gas,12.4L/100km,8.7L/100km,18999
2016,Acura,ILX,104368 km,Sedan,2.4L 4 Cylinder Engine,Automatic,FWD,Black,Black,5,4,Gas,9.3L/100km,6.6L/100km,20295
2015,Acura,MDX,205000 km,SUV,6 Cylinder,Automatic,AWD,Alabaster Silver Metallic,Black,7,4,Gas,null,null,20885
2017,Acura,RDX,166813 km,SUV,V6 Cylinder Engine,Automatic,AWD,Crystal Black Pearl,Black,5,null,Gas,12.4L/100km,8.7L/100km,20950
2016,Acura,MDX,207000 km,SUV,6 Cylinder,Automatic,AWD,Lunar Silver Metallic,Black,7,4,Gas,12.7L/100km,9.1L/100km,20995
2017,Acura,ILX,95000 km,Sedan,4 Cylinder Engine,8 Speed Automatic,FWD,San Marino Red,Black,5,4,Gas,9.4L/100km,6.8L/100km,21950
2019,Acura,ILX,66208 km,Sedan,4 Cylinder Engine,Automatic,FWD,Lunar Silver Metallic,Black,5,4,Gas,9.9L/100km,7.0L/100km,22890
2016,Acura,MDX,174000 km,SUV,3.5,Automatic,AWD,White Diamond Pearl,Black,7,4,Gas,12.7L/100km,9.1L/100km,22990
2019,Acura,ILX,8278 km,Sedan,4 Cylinder Engine,8 Speed Automatic,FWD,Majestic Black Pearl,Black,5,4,Gas,9.9L/100km,7.0L/100km,24471
2017,Acura,MDX,91412 km,SUV,V6 Cylinder Engine,9 Speed Automatic,AWD,Black,Black,null,null,Gas,12.6L/100km,9.0L/100km,33994
2017,Acura,MDX,158248 km,SUV,V6 Cylinder Engine,Automatic,AWD,Modern Steel Metallic,Black,7,null,Gas,12.6L/100km,9.0L/100km,25888
2016,Acura,MDX,89542 km,SUV,3.5L 6cyl,9 Speed Automatic,AWD,Black,Black,5,4,Premium Unleaded,12.7L/100km,9.1L/100km,28000
2019,Acura,TLX,92276 km,Sedan,V6 Cylinder Engine 3.5L,Automatic,AWD,Obsidian Blue Pearl,Black,null,4,Gas,11.4L/100km,7.7L/100km,28295
2018,Acura,RDX,104000 km,SUV,V6 Cylinder Engine,Automatic,AWD,Modern Steel Metallic,Black,5,4,Gas,12.4L/100km,8.7L/100km,28450
2019,Acura,TLX,58610 km,Sedan,4 Cylinder Engine 2.4L,Automatic,FWD,Crystal Black Pearl,null,null,4,Gas,10.0L/100km,7.1L/100km,28495
2017,Acura,RDX,71960 km,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Lunar Silver Metallic,null,5,4,Gas,12.4L/100km,8.7L/100km,28990
2018,Acura,RDX,98175 km,SUV,V6 Cylinder Engine,Automatic,AWD,Obsidian Blue Pearl,null,null,null,Gas,12.4L/100km,8.7L/100km,29800
2019,Acura,TLX,89000 km,Sedan,4 Cylinder Engine,8 Speed Automatic,FWD,Platinum White Pearl,null,5,4,Gas,10.0L/100km,7.1L/100km,29850
2020,Acura,ILX,36253 km,Sedan,Premium Unleaded I-4 2.4 L/144,Automatic,FWD,Majestic Black Pearl,Black,5,4,Gas,9.9L/100km,7.0L/100km,29998
2020,Acura,RDX,59380 km,SUV,4 Cylinder Engine,null,AWD,Platinum White Pearl,null,null,null,Gas,11.0L/100km,8.6L/100km,42994
2019,Acura,TLX,62000 km,Sedan,4 Cylinder Engine,Automatic,FWD,Platinum White Pearl,Black,5,4,Gas,10.0L/100km,7.1L/100km,30950
2018,Acura,RDX,69806 km,SUV,3.5L 6cyl,6 Speed Automatic,AWD,White Diamond Pearl,Black,null,2,Premium Unleaded,12.4L/100km,8.7L/100km,31249
2019,Acura,TLX,119000 km,Sedan,V6 Cylinder Engine,Automatic,AWD,Crystal Black Pearl,Black,5,4,Gas,11.4L - 12.0L/100km,7.7L - 8.2L/100km,31450
2019,Acura,ILX,48752 km,Sedan,4 Cylinder Engine 2.4L,Automatic,FWD,Platinum White Pearl,null,null,4,Gas,9.9L/100km,7.0L/100km,31495
2019,Acura,TLX,53420 km,Sedan,V6 Cylinder Engine 3.5L,Automatic,AWD,Modern Steel Metallic,Black,null,4,Gas,11.4L/100km,7.7L/100km,31495
2020,Acura,TLX,134000 km,Sedan,V6 Cylinder Engine,Automatic,AWD,Blue,Black,5,4,Gas,11.4L - 12.0L/100km,7.7L - 8.2L/100km,32450
2019,Acura,TLX,27630 km,Sedan,V6 Cylinder Engine 3.5L,Automatic,AWD,Crystal Black Pearl,Black,null,4,Gas,11.4L/100km,7.7L/100km,32495
2019,Acura,TLX,82000 km,Sedan,3.5L V6 Cylinder Engine,Automatic,AWD,Crystal Black Pearl,Red,5,4,Gas,12.0L/100km,8.2L/100km,32950
2019,Acura,TLX,29012 km,Sedan,V6 Cylinder Engine 3.5L,Automatic,AWD,Modern Steel Metallic,Black,null,4,Gas,11.4L/100km,7.7L/100km,33295
2019,Acura,TLX,43150 km,Sedan,4 Cylinder Engine 2.4L,Automatic,FWD,Platinum White Pearl,null,null,4,Gas,10.2L/100km,7.4L/100km,33495
2019,Acura,TLX,23216 km,Sedan,V6 Cylinder Engine 3.5L,Automatic,AWD,Crystal Black Pearl,Black,null,4,Gas,11.4L/100km,7.7L/100km,33295
2017,Acura,MDX,65522 km,SUV,V6 Cylinder Engine,Automatic,AWD,Crystal Black Pearl,Black,7,4,Gas,12.6L/100km,9.0L/100km,33390
2019,Acura,TLX,43150 km,Sedan,4 Cylinder Engine 2.4L,Automatic,FWD,Platinum White Pearl,null,null,4,Gas,10.2L/100km,7.4L/100km,33495
2017,Acura,MDX,97000 km,SUV,V6 Cylinder Engine,Automatic,AWD,Dark Grey,Grey,7,4,Gas,12.6L/100km,9.0L/100km,33777
2019,Acura,MDX,116802 km,SUV,V6 Cylinder Engine 3.5L,Automatic,AWD,Majestic Black Pearl,Black,null,4,Gas,12.2L/100km,9.0L/100km,33795
2019,Acura,TLX,38069 km,Sedan,V6 Cylinder Engine,9 Speed Automatic,AWD,Crystal Black Pearl,Black,5,4,Gas,11.4L/100km,7.7L/100km,33888
2017,Acura,MDX,91412 km,SUV,V6 Cylinder Engine,9 Speed Automatic,AWD,Black,Black,null,null,Gas,12.6L/100km,9.0L/100km,33994
2019,Acura,RDX,114612 km,SUV,4 Cylinder Engine,Automatic,AWD,Performance Red Pearl,Black,5,4,Gas,11.3L/100km,9.1L/100km,34390
2018,Acura,MDX,118800 km,SUV,3.5,Automatic,AWD,Crystal Black Pearl,Brown,null,4,Gas,12.6L/100km,9.0L/100km,34488
2018,Acura,MDX,94862 km,SUV,6,Automatic,AWD,Crystal Black Pearl,null,7,4,Gas,12.6L/100km,9.0L/100km,34743
2018,Acura,MDX,82000 km,SUV,V6 Cylinder Engine,Automatic,AWD,Crystal Black Pearl,Brown,7,4,Gas,12.6L/100km,9.0L/100km,34777
2019,Acura,MDX,141120 km,SUV,V6 Cylinder Engine,Automatic,AWD,Majestic Black Pearl,Black,7,null,Gas,12.2L/100km,9.0L - 9.5L/100km,34880
2018,Acura,MDX,98000 km,SUV,V6 Cylinder Engine,Automatic,AWD,White Diamond Pearl,Black,7,4,Gas,12.6L/100km,9.0L/100km,34950
2018,Acura,RLX,115527 km,Sedan,V6 Cylinder Engine,Automatic,AWD,Black,Grey,5,null,Gas,8.4L/100km,8.2L/100km,34998
2019,Acura,MDX,102000 km,SUV,3.5,Automatic,AWD,Majestic Black Pearl,Black,7,4,Gas,12.2L/100km,9.0L/100km,35480
2019,Acura,RDX,102000 km,SUV,4 Cylinder Engine,Automatic,AWD,Majestic Black Pearl,Black,5,4,Gas,11.0L/100km,8.6L/100km,35850
2019,Acura,RDX,79032 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,White Diamond Pearl,Cream,5,4,Gas,11.0L/100km,8.6L/100km,35990
2021,Acura,ILX,9209 km,Sedan,I-4 cyl,8 Speed Automatic with auto-shift,FWD,Platinum White Pearl,Red,null,null,Gas,9.8L/100km,6.9L/100km,35995
2019,Acura,MDX,78702 km,SUV,V6 Cylinder Engine 3.5L,Automatic,AWD,Performance Red Pearl,Black,null,4,Gas,12.2L/100km,9.0L - 9.5L/100km,35995
2018,Acura,ILX,33810 km,Sedan,4 Cylinder Engine,8 Speed Automatic,FWD,Lunar Silver Metallic,null,5,4,Gas,9.4L/100km,6.8L/100km,26988
2018,Acura,MDX,77127 km,SUV,V6 Cylinder Engine,9 Speed Automatic,AWD,Modern Steel Metallic,Black,null,null,Gas,12.6L/100km,9.0L/100km,36486
2019,Acura,RDX,75420 km,SUV,2.0L 4 Cylinder Engine,Automatic,AWD,Lunar Silver Metallic,Black,5,4,Gas,11.0L/100km,8.6L/100km,37195
2020,Acura,RDX,65795 km,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Majestic Black Pearl,Black,null,4,Gas,11.0L/100km,8.6L/100km,37495
2019,Acura,MDX,76885 km,SUV,V6 Cylinder Engine 3.5L,Automatic,AWD,Modern Steel Metallic,Black,null,4,Gas,12.2L/100km,9.0L - 9.5L/100km,37495
2019,Acura,RDX,68263 km,SUV,4 Cylinder Engine,null,AWD,White Diamond Pearl,Black,null,null,Gas,11.0L/100km,8.6L/100km,37498
2019,Acura,MDX,79344 km,SUV,3.5L 6cyl,9 Speed Automatic,AWD,Majestic Black Pearl,Black,7,null,Gas,12.2L/100km,9.0L - 9.5L/100km,37888
2019,Acura,RDX,75786 km,SUV,I-4 cyl,10 Speed Automatic,AWD,White Diamond Pearl,null,null,null,Gas,11.3L/100km,9.1L/100km,38388
2019,Acura,RDX,61006 km,SUV,I-4 cyl,10 Speed Automatic,AWD,Apex Blue Pearl,Black,null,null,Gas,11.3L/100km,9.1L/100km,39088
2020,Acura,RDX,48759 km,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Platinum White Pearl,Black,null,4,Gas,11.0L/100km,8.6L/100km,39295
2021,Acura,RDX,58742 km,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Platinum White Pearl,null,null,4,Gas,11.3L/100km,9.1L/100km,43495
2020,Acura,RDX,88483 km,SUV,I-4 cyl,10 Speed Automatic,AWD,Modern Steel Metallic,Red,null,null,Gas,11.3L/100km,9.1L/100km,39588
2020,Acura,TLX,52337 km,Sedan,V-6 cyl,9 Speed Automatic,AWD,Platinum White Pearl,Black,5,4,Premium Unleaded,12.0L/100km,8.2L/100km,39799
2020,Acura,RDX,99000 km,SUV,4 Cylinder Engine,Automatic,AWD,Platinum White Pearl,Black,5,4,Gas,11.3L/100km,9.1L/100km,39850
2020,Acura,RDX,83981 km,SUV,4 Cylinder Engine,null,AWD,Modern Steel Metallic,Red,null,null,Gas,11.3L/100km,9.1L/100km,39890
2019,Acura,MDX,78000 km,SUV,6 Cylinder,Automatic,AWD,Majestic Black Pearl,Black,7,4,Gas,12.2L/100km,9.0L/100km,39995
2019,Acura,MDX,67208 km,SUV,V6 Cylinder Engine 3.5L,Automatic,AWD,White Diamond Pearl,Black,null,4,Gas,12.2L/100km,9.0L/100km,40495
2020,Acura,RDX,96233 km,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Majestic Black Pearl,Black,5,4,Premium Unleaded,11.3L/100km,9.1L/100km,40888
2019,Acura,RDX,33032 km,SUV,2.0L 4cyl,10 Speed Automatic,AWD,White Diamond Pearl,Black,5,4,Premium Unleaded,11.0L/100km,8.6L/100km,40888
2020,Acura,MDX,53960 km,SUV,V6 Cylinder Engine,Automatic,AWD,Modern Steel Metallic,Red,7,4,Gas,12.2L/100km,9.5L/100km,40990
2019,Acura,TLX,27630 km,Sedan,V6 Cylinder Engine 3.5L,Automatic,AWD,Crystal Black Pearl,Black,null,4,Gas,11.4L/100km,7.7L/100km,32495
2020,Acura,MDX,65684 km,SUV,V6 Cylinder Engine 3.5L,Automatic,AWD,Modern Steel Metallic,Black,null,4,Gas,12.3L/100km,9.2L/100km,40995
2021,Acura,TLX,38897 km,Sedan,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Fathomless Black Pearl,Cream,5,4,Gas,11.2L/100km,8.0L/100km,41394
2020,Acura,RDX,35473 km,SUV,4 Cylinder Engine,Automatic,AWD,Modern Steel Metallic,Black,5,4,Gas,11.3L/100km,9.1L/100km,41990
2020,Acura,RDX,56139 km,SUV,I-4 cyl,10 Speed Automatic,AWD,Platinum White Pearl,Red,null,null,Gas,11.3L/100km,9.1L/100km,42588
2020,Acura,RDX,48368 km,SUV,I-4 cyl,10 Speed Automatic,AWD,Platinum White Pearl,Brown,null,null,Gas,11.0L/100km,8.6L/100km,42588
2020,Acura,RDX,44502 km,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Majestic Black Pearl,null,null,4,Gas,11.3L/100km,9.1L/100km,42599
2019,Acura,MDX,65060 km,SUV,V6 Cylinder Engine,9 Speed Automatic,AWD,White Diamond Pearl,Red,7,4,Gas,12.2L/100km,9.0L - 9.5L/100km,42888
2020,Acura,TLX,12980 km,Sedan,V6 Cylinder Engine,9 Speed Automatic,AWD,Platinum White Pearl,Red,5,4,Gas,11.4L - 12.0L/100km,7.7L - 8.2L/100km,42888
2020,Acura,RDX,42017 km,SUV,4 Cylinder Engine,Automatic,AWD,Majestic Black Pearl,Black,5,4,Gas,11.0L/100km,8.6L/100km,42990
2020,Acura,TLX,52337 km,Sedan,V-6 cyl,9 Speed Automatic,AWD,Platinum White Pearl,Black,5,4,Premium Unleaded,12.0L/100km,8.2L/100km,39799
2020,Acura,RDX,59380 km,SUV,4 Cylinder Engine,null,AWD,Platinum White Pearl,null,null,null,Gas,11.0L/100km,8.6L/100km,42994
2021,Acura,RDX,58742 km,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Platinum White Pearl,null,null,4,Gas,11.3L/100km,9.1L/100km,43495
2020,Acura,MDX,80754 km,SUV,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Modern Steel Metallic,null,null,4,Gas,12.2L/100km,9.5L/100km,43770
2019,Acura,MDX,53052 km,SUV,V6 Cylinder Engine,9 Speed Automatic,AWD,Majestic Black Pearl,Red,null,null,Gas,12.2L/100km,9.0L - 9.5L/100km,43880
2021,Acura,RDX,44337 km,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Modern Steel Metallic,Black,null,4,Gas,11.3L/100km,9.1L/100km,44295
2020,Acura,RDX,50702 km,SUV,4 Cylinder Engine,null,AWD,Platinum White Pearl,Black,null,null,Gas,11.0L/100km,8.6L/100km,44599
2021,Acura,TLX,21448 km,Sedan,4 Cylinder Engine 2.0L,Automatic,AWD,Platinum White Pearl,Brown,null,4,Gas,11.2L/100km,8.0L/100km,44995
2020,Acura,MDX,57590 km,SUV,V-6 cyl,9 Speed Automatic,AWD,Lunar Silver Metallic,null,null,null,Premium Unleaded,12.2L/100km,9.5L/100km,44997
2021,Acura,RDX,32479 km,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Modern Steel Metallic,null,null,4,Gas,11.3L/100km,9.1L/100km,45295
2020,Acura,RDX,39100 km,SUV,4 Cylinder Engine,10 Speed Automatic,AWD,Platinum White Pearl,null,5,4,Gas,11.3L/100km,9.1L/100km,44988
2020,Acura,RDX,25873 km,SUV,I-4 cyl,Automatic,AWD,Modern Steel Metallic,Red,null,null,Gas,11.3L/100km,9.1L/100km,45995
2021,Acura,RDX,67950 km,SUV,4 Cylinder Engine,null,AWD,Apex Blue Pearl,Red,null,null,Gas,11.3L/100km,9.1L/100km,46989
2021,Acura,TLX,29704 km,Sedan,2.0L 4cyl,10 Speed Automatic,AWD,Platinum White Pearl,Black,5,4,Premium Unleaded,11.2L/100km,8.0L/100km,47099
2021,Acura,RDX,33413 km,SUV,I-4 cyl,10 Speed Automatic,AWD,Majestic Black Pearl,Red,null,null,Gas,11.3L/100km,9.1L/100km,47588
2022,Acura,TLX,12209 km,Sedan,I-4 cyl,10 Speed Automatic,AWD,Modern Steel Metallic,Red,null,null,Gas,11.3L/100km,8.1L/100km,50188
2022,Acura,RDX,29776 km,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Platinum White Pearl,null,null,4,Gas,11.3L/100km,9.1L/100km,52795
2021,Acura,TLX,29841 km,Sedan,V6 Cylinder Engine 3.0L,Automatic,AWD,Platinum White Pearl,Red,null,4,Gas,12.3L/100km,9.8L/100km,55995
2022,Acura,MDX,31000 km,SUV,3.5L,Automatic,AWD,Majestic Black Pearl,Red,7,4,Gas,12.6L/100km,9.4L/100km,60899
2022,Acura,MDX,32865 km,SUV,V6 Cylinder Engine,null,AWD,Lunar Silver Metallic,Black,null,null,Gas,12.6L/100km,9.4L/100km,62599
2020,Acura,MDX,65684 km,SUV,V6 Cylinder Engine 3.5L,Automatic,AWD,Modern Steel Metallic,Black,null,4,Gas,12.3L/100km,9.2L/100km,40995
2013,Acura,RDX,267187 km,SUV,V6 Cylinder Engine 3.5L,Automatic,AWD,White,Black,null,4,Gas,9.8L/100km,6.2L/100km,10795
2014,Acura,RDX,209511 km,SUV,V-6 cyl,6 Speed Automatic,AWD,Crystal Black Pearl,Black,null,null,Gas,10.7L/100km,7.3L/100km,13588
2011,Acura,MDX,161202 km,SUV,V6 Cylinder Engine,Automatic,AWD,Aspen White Pearl,Cream,7,4,Gas,13.2L/100km,9.6L/100km,13985
2013,Acura,MDX,223000 km,SUV,6 Cylinder,Automatic,AWD,Black,Black,7,4,Gas,13.2L/100km,9.6L/100km,13999
2014,Acura,TL,136541 km,Sedan,6 Cylinder,Automatic,FWD,Silver Moon Metallic,Black,5,4,Gas,10.4L/100km,6.8L/100km,16900
2014,Acura,RDX,158868 km,SUV,3.5,6 Speed Automatic,AWD,Silver,Black,5,5,Gas,10.7L/100km,7.3L/100km,17998
